,OCCUPANCY_DATE,ORGANIZATION_NAME,SHELTER_GROUP,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,PROGRAM_ID,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,OCCUPIED_BEDS,CAPACITY_ACTUAL_ROOM,OCCUPIED_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS,Max Temp (Â°C),Min Temp (Â°C),Mean Temp (Â°C),Heat Deg Days (Â°C),Cool Deg Days (Â°C),Total Precip (mm),Snow on Grnd (cm),Inflation_Rate_Change,YEAR_MONTH,Population,Unemployment rate 10,Participation rate 11,Employment rate 12,GEO,CPI_Type,CPI_Value
2774,2021-01-02,The Scott Mission Inc.,Scott Mission Men's Ministry,Scott Mission,502 Spadina Ave,M5S 2H1,11891,Bed Based Capacity,40.0,39.0,,,97.5,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
2775,2021-01-02,YMCA of Greater Toronto,YMCA Sprott House,YMCA Sprott House ,21 Walmer Rd,M5R 2W7,13451,Bed Based Capacity,25.0,21.0,,,84.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
2776,2021-01-02,YMCA of Greater Toronto,YMCA Sprott House,YMCA Sprott House ,21 Walmer Rd,M5R 2W7,13451,Bed Based Capacity,25.0,21.0,,,84.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
2777,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
2778,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
2779,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
2780,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
2781,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
2782,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
2783,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
2784,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
2785,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
2786,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
2787,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
2788,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
2789,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
2790,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
2791,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
2792,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
2793,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
2794,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
2795,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
2796,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
2797,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
2798,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
2799,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
2800,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
2801,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
2802,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
2803,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12292,Bed Based Capacity,15.0,12.0,,,80.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
2804,2021-01-02,YWCA Toronto,YWCA-348 Davenport,YWCA East End Hotel Program,1684 Queen St E,M4L 1G6,15672,Room Based Capacity,,,8.0,8.0,,100.0,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
2805,2021-01-02,YWCA Toronto,YWCA-348 Davenport,YWCA East End Hotel Program,1684 Queen St E,M4L 1G6,15672,Room Based Capacity,,,8.0,8.0,,100.0,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
2806,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
2807,2021-01-02,YWCA Toronto,YWCA-348 Davenport,YWCA East End Hotel Program,1684 Queen St E,M4L 1G6,15672,Room Based Capacity,,,8.0,8.0,,100.0,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
2808,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
2809,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
2810,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
2811,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
2812,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
2813,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
2814,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
2815,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
2816,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
2817,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
2818,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
2819,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
2820,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
2821,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
2822,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
2823,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
2824,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14911,Bed Based Capacity,29.0,29.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
2825,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
2826,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
2827,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
2828,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
2829,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
2830,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
2831,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
2832,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
2833,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
2834,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
2835,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
2836,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
2837,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
2838,2021-01-02,YouthLink,YouthLink Shelter,YouthLink ,747 Warden Ave,M1L 4A1,14891,Bed Based Capacity,10.0,10.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
2839,2021-01-02,Youth Without Shelter,Youth Without Shelter,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,12291,Bed Based Capacity,13.0,11.0,,,84.62,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
2840,2021-01-02,YMCA of Greater Toronto,YMCA Sprott House,YMCA Sprott House ,21 Walmer Rd,M5R 2W7,13451,Bed Based Capacity,25.0,21.0,,,84.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
2841,2021-01-02,YWCA Toronto,YWCA-348 Davenport,YWCA East End Hotel Program,1684 Queen St E,M4L 1G6,15672,Room Based Capacity,,,8.0,8.0,,100.0,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
2842,2021-01-02,YWCA Toronto,YWCA-348 Davenport,YWCA East End Hotel Program,1684 Queen St E,M4L 1G6,15672,Room Based Capacity,,,8.0,8.0,,100.0,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
2843,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12278,Bed Based Capacity,24.0,19.0,,,79.17,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
2844,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12278,Bed Based Capacity,24.0,19.0,,,79.17,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Clothing and footwear,88.3
2845,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12278,Bed Based Capacity,24.0,19.0,,,79.17,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Household operations, furnishings and equipment",126.6
2846,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12278,Bed Based Capacity,24.0,19.0,,,79.17,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Shelter,151.1
2847,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12278,Bed Based Capacity,24.0,19.0,,,79.17,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Food,157.1
2848,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12278,Bed Based Capacity,24.0,19.0,,,79.17,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items,139.5
2849,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Services,155.7
2850,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Goods,121.5
2851,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Energy,150.4
2852,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding energy,138.7
2853,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,All-items excluding food and energy,135.2
2854,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",177.2
2855,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,"Recreation, education and reading",117.3
2856,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Health and personal care,130.1
2857,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Gasoline,162.5
2858,2021-01-02,YWCA Toronto,YWCA - First Stop Woodlawn,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,12277,Bed Based Capacity,25.0,25.0,,,100.0,,2.2,-0.9,0.7,17.3,0.0,10.8,0.0,0.8,2021-01,5460100.0,12.2,66.9,58.8,Ontario,Transportation,145.3
